Reactant1;Reactant2;Product;Yield;M;L;T;S;A;id
COC1=CC=C(I)C=C1;CC(C)(C)OCC\C=C/[Zn]Br;COC1=CC=C(C=C1)\C=C/CCOC(C)(C)C;0.78;[0];[];[53];[60];[];3769
COC1=CC=C(I)C=C1;CC(C)(C)OC\C=C/[Zn]Br;COC1=CC=C(C=C1)\C=C/COC(C)(C)C;0.68;[0];[];[53];[60];[];3770
IC1=C([Se]C(=C1)C1=CC=CC=C1)C1=CC=CC=C1;COC1=CC=C([Zn]Cl)C=C1;COC1=CC=C(C=C1)C1=C([Se]C(=C1)C1=CC=CC=C1)C1=CC=CC=C1;0.6;[0];[];[53];[60];[];3771
COCCOC1=NC2=C(N=C(OC)N2CC2=CN=C(Br)C=C2)C(N)=N1;Br[Zn]CCC1OCCCO1;COCCOC1=NC2=C(N=C(OC)N2CC2=CN=C(CCC3OCCCO3)C=C2)C(N)=N1;0.94;[0];[];[53];[60];[];3772
IC1=C([Se]C(=C1)C1=CC=CC=C1)C1=CC=CC=C1;FC(F)(F)C1=CC([Zn]Cl)=CC=C1;FC(F)(F)C1=CC(=CC=C1)C1=C([Se]C(=C1)C1=CC=CC=C1)C1=CC=CC=C1;0.7;[0];[];[53];[60];[];3773
FCC1=C2CN3N=CN=C3C3=C(C=CC(Br)=C3)N2C=N1;Cl[Zn]C1CC1;FCC1=C2CN3N=CN=C3C3=C(C=CC(=C3)C3CC3)N2C=N1;0.4;[0];[];[53];[60];[];3774
IC1=CC(I)=CC=C1;Br[Zn]C1=NC=CC=C1;IC1=CC(=CC=C1)C1=NC=CC=C1;0.47;[0];[];[53];[60];[];3775
ClC1=NC=CC(=C1)C#N;Br[Zn]C1=NC=CC=C1;N#CC1=CC=NC(=C1)C1=CC=CC=N1;0.85;[0];[];[53];[60];[];3776
IC1=CC=C(C=C1)N(=O)=O;I[Zn]COC(=O)C1=CC=CC=C1;O=C(OCC1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1;0.69;[0];[];[53];[60];[];3777
ClC1=NC=CN=C1;I[Zn]COC(=O)C1=CC=CC=C1;O=C(OCC1=NC=CN=C1)C1=CC=CC=C1;0.96;[0];[];[53];[60];[];3778
ClC1=NC2=CC=CC=C2N=C1;I[Zn]COC(=O)C1=CC=CC=C1;O=C(OCC1=NC2=C(C=CC=C2)N=C1)C1=CC=CC=C1;0.68;[0];[];[53];[60];[];3779
BrC1=CC(=O)OC(=C1)C1CCCCC1;Cl[Zn]C1=NC=CC=C1;O=C1OC(=CC(=C1)C1=NC=CC=C1)C1CCCCC1;0.81;[0];[];[53];[60];[];3781
IC1=C([Se]C(=C1)C1=CC=CC=C1)C1=CC=CC=C1;Cl[Zn]C1=CC=CS1;S1C=CC=C1C1=C([Se]C(=C1)C1=CC=CC=C1)C1=CC=CC=C1;0.93;[0];[];[53];[60];[];3783
IC1=CC=CC=C1;Br[Zn]C1=CC=CS1;S1C=CC=C1C1=CC=CC=C1;0.89;[0];[];[53];[60];[];3784
BrC1=CC=C(C=C1)C#N;[Zn](C1=CC=CC=C1)C1=CC=CC=C1;N#CC1=CC=C(C=C1)C1=CC=CC=C1;0.86;[];[];[53, 53];[60];[];3786
BrC1=CC=C(C=C1)C#N;Cl[Zn]C1=CC=CC=C1;N#CC1=CC=C(C=C1)C1=CC=CC=C1;0.87;[];[];[53, 53];[60];[];3787
CC(C)(C)N1CCC(Br)=CC1=O;CCCC[Zn]Br;CCCCC1=CC(=O)N(CC1)C(C)(C)C;0.97;[1];[];[53];[65];[];3788
BrC1=CC(=O)NCC1;Br[Zn]CCCC=C;C=CCCCC1=CC(=O)NCC1;0.96;[1];[];[53];[65];[];3789
CC(C)(C)OC(=O)N1CC(Br)=CC1=O;Br[Zn]CCCC=C;CC(C)(C)OC(=O)N1CC(CCCC=C)=CC1=O;0.82;[1];[];[53];[65];[];3790
Cl[Zn]C1CCC1;CCOC(=O)[C@@H]1[C@@H]([C@H](OCC2=CC(Br)=NC=C2OC)[C@@H](N1C(=O)OC(C)C)C1=CC=CC=C1)C(C)(C)C;CCOC(=O)[C@@H]1[C@@H]([C@H](OCC2=CC(=NC=C2OC)C2CCC2)[C@@H](N1C(=O)OC(C)C)C1=CC=CC=C1)C(C)(C)C;0.88;[];[];[53];[60];[];3791
Br[Zn]C1CC1;NC1=C(Cl)N=CN=C1Cl;NC1=C(N=CN=C1Cl)C1CC1;0.38;[];[];[53];[60];[];3792
CC(C)(C)OC(=O)N1CCC(CC1)C1=CC(=O)NC2=C3C(C=CC=C3Cl)=NN12;CC(C)[Zn]Br;CC(C)C1=CC=CC2=NN3C(NC(=O)C=C3C3CCN(CC3)C(=O)OC(C)(C)C)=C12;0.33;[];[40, 40];[53];[60];[70];3794
CC(C)(C)OC(=O)N1CCC(CC1)C1=CC(=O)NC2=C3C(C=CC=C3Cl)=NN12;CC(C)C[Zn]Br;CC(C)CC1=CC=CC2=NN3C(NC(=O)C=C3C3CCN(CC3)C(=O)OC(C)(C)C)=C12;0.47;[];[40, 40];[53];[60];[70];3795
CC(C)(C)OC(=O)N1CCC(CC1)C1=CC(=O)NC2=C3C(C=CC=C3Cl)=NN12;CCC(C)[Zn]Br;CCC(C)C1=CC=CC2=NN3C(NC(=O)C=C3C3CCN(CC3)C(=O)OC(C)(C)C)=C12;0.24;[];[40, 40];[53];[60];[70];3796
BrC1=CC(=O)OC1;C\C(C)=C/CC[Zn]Br;C\C(C)=C/CCC1=CC(=O)OC1;0.6;[2];[];[53];[60];[74];3797
CCOC(=O)C1=CC2=C(OC1C(F)(F)F)C=C(I)C=C2;FC1=CC=C(C[Zn]Cl)C=C1;CCOC(=O)C1=CC2=CC=C(CC3=CC=C(F)C=C3)C=C2OC1C(F)(F)F;0.89;[4];[36];[53];[60];[];3799
IC1=CC=C(C=C1)N(=O)=O;Cl[Zn]CC1=C(Cl)C(Cl)=CC=C1;ClC1=CC=CC(CC2=CC=C(C=C2)N(=O)=O)=C1Cl;0.76;[4];[36];[53];[60];[];3800
IC1=CC=C(C=C1)N(=O)=O;Cl[Zn]CC1=C(Cl)C(Cl)=CC=C1;ClC1=CC=CC(CC2=CC=C(C=C2)N(=O)=O)=C1Cl;0.76;[4];[36];[53];[60];[];3801
CC1=CC(=CC(C)=C1)C1=NC=CC2=C1C=CC(Cl)=C2;CC1(C[Zn]I)CCCC1;CC1=CC(=CC(C)=C1)C1=NC=CC2=CC(CC3(C)CCCC3)=CC=C12;0.71;[3];[40];[53];[60];[];3802
CC(C)(C)C1=CC(=CC(Br)=C1)C(C)(C)C;Br[Zn]C1CCCC1;CC(C)(C)C1=CC(=CC(=C1)C1CCCC1)C(C)(C)C;0.94;[3];[40];[53];[60];[];3803
CC(C)(C)C1=CC(=CC(Br)=C1)C(C)(C)C;Br[Zn]C1CCCCC1;CC(C)(C)C1=CC(=CC(=C1)C1CCCCC1)C(C)(C)C;0.95;[3];[40];[53];[60];[];3804
Br[Zn]C1CC1;CC(C)(C)OC(=O)N1CCC(CC1)C1=CC(=O)NC2=C3C(C=CC=C3Cl)=NN12;CC(C)(C)OC(=O)N1CCC(CC1)C1=CC(=O)NC2=C3C(C=CC=C3C3CC3)=NN12;0.2;[3];[40];[53];[60];[];3805
CC1=CC2=C(OC3=C2C=CC(C)=N3)C(=C1)C1=C2C=CC(Cl)=CC2=NC=N1;CC(C)[Zn]Br;CC(C)C1=CC2=NC=NC(C3=CC(C)=CC4=C3OC3=C4C=CC(C)=N3)=C2C=C1;0.47;[3];[40];[53];[60];[];3806
NC(=O)C1=CC(Br)=NC=C1;CCC(C)[Zn]Br;CCC(C)C1=NC=CC(=C1)C(N)=O;0.58;[3];[40];[53];[60];[];3807
I\C(=C/OC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)OC1=CC=CC=C1;I[Zn]C1CCCCC1;O=C(OC1=CC=CC=C1)C(=C\OC(C1=CC=CC=C1)C1=CC=CC=C1)\C1CCCCC1;0.5;[3];[40];[53];[60];[];3808
CCCC\C=C(\I)C1=CC=C(Cl)C=C1;CCOC(=O)CCC[Zn]Br;CCCC\C=C(\CCCC(=O)OCC)C1=CC=C(Cl)C=C1;0.5;[3];[33];[53];[60];[];3809
CC(C)(C)[Si](C)(C)OCCC\C=C(\I)C1=CC=CC=C1;CCOC(=O)CCC[Zn]Br;CCOC(=O)CCC\C(=C\CCCO[Si](C)(C)C(C)(C)C)C1=CC=CC=C1;0.86;[3];[33];[53];[60];[];3810
CC\C=C(\I)CC;CCOC(=O)CCC[Zn]Br;CCOC(=O)CCC\C(CC)=C\CC;0.54;[3];[33];[53];[60];[];3811
CCOC(=O)CCC[Zn]Br;FC(F)(F)S(=O)(=O)OC1=CCC2=CC=CC=C12;CCOC(=O)CCCC1=CCC2=C1C=CC=C2;0.37;[3];[33];[53];[60];[];3812
CC(C)(C)OC(=O)N1CC[C@H](C1)NC1=NC=C(Br)C=N1;CC(C)C[Zn]Br;CC(C)CC1=CN=C(N[C@@H]2CCN(C2)C(=O)OC(C)(C)C)N=C1;0.65;[3];[42];[53];[60];[];3813
CC[Zn]CC;ClC1=CN=CC(OCC2=CC=CC=C2)=N1;CCC1=NC(OCC2=CC=CC=C2)=CN=C1;0.95;[12];[];[53];[63];[];3814
CC(C)C[Zn]Br;NC(=O)C1=CC(Br)=NC=C1;CC(C)CC1=NC=CC(=C1)C(N)=O;0.72;[2];[];[53];[60];[];3815
NC(=O)C1=CC(Br)=NC=C1;CC(C)CC[Zn]Br;CC(C)CCC1=NC=CC(=C1)C(N)=O;0.9;[2];[];[53];[60];[];3816
NC(=O)C1=CC(Br)=NC=C1;CC([Zn]Br)C1=CC=CC=C1;CC(C1=CC=CC=C1)C1=NC=CC(=C1)C(N)=O;0.74;[2];[];[53];[60];[];3817
CCCC[Zn]Br;NC(=O)C1=CC(Br)=NC=C1;CCCCC1=NC=CC(=C1)C(N)=O;0.87;[2];[];[53];[60];[];3818
NC(=O)C1=CC(Br)=NC=C1;CCOC(=O)CC[Zn]Br;CCOC(=O)CCC1=NC=CC(=C1)C(N)=O;0.78;[2];[];[53];[60];[];3820
C\C=C(\C)Br;COC(=O)[C@@H](C)C[Zn]Br;COC(=O)[C@@H](C)C\C(C)=C\C;0.93;[2];[];[53];[60];[];3821
C\C=C(/C)Br;COC(=O)[C@@H](C)C[Zn]Br;COC(=O)[C@H](C)C\C(C)=C\C;0.68;[2];[];[53];[60];[];3822
Br[Zn]C1CC1;NC(=O)C1=CC(Br)=NC=C1;NC(=O)C1=CC(=NC=C1)C1CC1;0.9;[2];[];[53];[60];[];3823
NC(=O)C1=CC(Br)=NC=C1;Br[Zn]CC1CCCCC1;NC(=O)C1=CC(CC2CCCCC2)=NC=C1;0.83;[2];[];[53];[60];[];3824
CCOC(=O)C1=C(I)C(Br)=CN=C1;CC[Zn]CC;CCOC(=O)C1=C(CC)C(Br)=CN=C1;0.52;[4];[];[53];[60];[];3825
CCOC(=O)C1=CC(Br)=CN=C1Br;CC[Zn]CC;CCOC(=O)C1=CC(Br)=CN=C1CC;0.24;[4];[];[53];[60];[];3826
COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/Br)CO)(C1=CC=CC=C1)C1=CC=CC=C1;CC[Zn]CC;CC\C(CO)=C/B1O[C@H]([C@@H](O1)C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)C(OC)(C1=CC=CC=C1)C1=CC=CC=C1;0.44;[6];[];[53];[60];[];3827
COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/Br)CO[Si](C(C)C)(C(C)C)C(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;CC[Zn]CC;CC\C(CO[Si](C(C)C)(C(C)C)C(C)C)=C/B1O[C@H]([C@@H](O1)C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)C(OC)(C1=CC=CC=C1)C1=CC=CC=C1;0.67;[6];[];[53];[60];[];3828
CC(C)N1N=C(C2=C1N=C(N)N=C2Cl)C1=CC=C2OC(N)=NC2=C1;CC[Zn]CC;CCC1=NC(N)=NC2=C1C(=NN2C(C)C)C1=CC=C2OC(N)=NC2=C1;0.21;[6];[];[53];[60];[];3829
CCCCN1N=C(C2=C1N=C(N)N=C2Cl)C1=CC=C2OC(N)=NC2=C1;C[Zn]C;CCCCN1N=C(C2=C1N=C(N)N=C2C)C1=CC=C2OC(N)=NC2=C1;0.7;[6];[];[53];[60];[];3830
Br[Zn]C1CC1;CCOC(=O)C1=C(F)C(Br)=NC=C1F;CCOC(=O)C1=C(F)C(=NC=C1F)C1CC1;0.55;[6];[];[53];[60];[];3832
COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/Br)CO)(C1=CC=CC=C1)C1=CC=CC=C1;CCOC(=O)CCC[Zn]Br;CCOC(=O)CCC\C(CO)=C/B1O[C@H]([C@@H](O1)C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)C(OC)(C1=CC=CC=C1)C1=CC=CC=C1;0.1;[6];[];[53];[60];[];3833
COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/Br)CO[Si](C(C)C)(C(C)C)C(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;C[Zn]Cl;COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/C)CO[Si](C(C)C)(C(C)C)C(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;0.83;[6];[];[53];[60];[];3834
COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/Br)CO[Si](C(C)C)(C(C)C)C(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;C[Zn]C;COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/C)CO[Si](C(C)C)(C(C)C)C(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;0.93;[6];[];[53];[60];[];3835
COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(/Br)CO[Si](C(C)C)(C(C)C)C(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;Cl[Zn]C1=CC=CC=C1;COC([C@@H]1OB(O[C@H]1C(OC)(C1=CC=CC=C1)C1=CC=CC=C1)\C=C(\CO[Si](C(C)C)(C(C)C)C(C)C)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1;0.88;[6];[];[53];[60];[];3837
COC(=O)C1=C(OC2=CC(F)=C(OC(F)(F)F)C=C2)C=C(Br)N=C1;CC(C)[Zn]Br;COC(=O)C1=C(OC2=CC(F)=C(OC(F)(F)F)C=C2)C=C(N=C1)C(C)C;0.83;[6];[];[53];[60];[];3838
Cl[Zn]CC1=CC=C(Cl)N=C1;O[C@H]1CCCC[C@@H]1N1C=NC2=C(C=C(Br)C3=C2C=CC=C3)C1=O;O[C@H]1CCCC[C@@H]1N1C=NC2=C(C=C(CC3=CC=C(Cl)N=C3)C3=C2C=CC=C3)C1=O;0.8;[6];[];[53];[60];[];3840
COC(=O)C1=C(Cl)N=CC(F)=C1;FC1=CC=C(C[Zn]Cl)C=C1;COC(=O)C1=CC(F)=CN=C1CC1=CC=C(F)C=C1;0.9;[21];[];[53];[60];[];3841
COC(=O)[C@H](C)C[Zn]Br;IC1=CC=CC=C1C(=O)NCCNS(=O)(=O)C1=CC=CC=C1N(=O)=O;COC(=O)[C@H](C)CC1=CC=CC=C1C(=O)NCCNS(=O)(=O)C1=CC=CC=C1N(=O)=O;0.8;[];[];[53, 53];[60];[];3843
BrC1=CC=CC(Br)=N1;Br[Zn]C1=NC=CC=C1;BrC1=CC=CC(=N1)C1=NC=CC=C1;0.63;[0];[];[53];[60];[];3844
BrC1=CC=CC(Br)=N1;Br[Zn]C1=NC=CC=C1;BrC1=CC=CC(=N1)C1=NC=CC=C1;0.63;[0];[];[53];[60];[];3845
Br[Zn]C1CC1;BrC1=CC(Br)=NC=C1;BrC1=CC=NC(=C1)C1CC1;0.24;[0];[];[53];[60];[];3846
BrC1=CN=C(Br)C=C1;Br[Zn]C1=NC=CC=C1;BrC1=CN=C(C=C1)C1=NC=CC=C1;0.63;[0];[];[53];[60];[];3847
BrCCC\C=C(/Br)Br;Cl[Zn]C=C;BrCCC\C=C(/Br)C=C;0.54;[0];[];[53];[60];[];3849
Cl[Zn]C=C;BrCCCCC\C=C(/Br)Br;BrCCCCC\C=C(/Br)C=C;0.52;[0];[];[53];[60];[];3851
BrCCCCCC\C=C(/Br)Br;Cl[Zn]C=C;BrCCCCCC\C=C(/Br)C=C;0.51;[0];[];[53];[60];[];3852
BrCCCCCCC\C=C(/Br)Br;Cl[Zn]C=C;BrCCCCCCC\C=C(/Br)C=C;0.63;[0];[];[53];[60];[];3853
BrCCCCCCCCC\C=C(/Br)Br;Cl[Zn]C=C;BrCCCCCCCCC\C=C(/Br)C=C;0.68;[0];[];[53];[60];[];3855
BrCCCCCCCCCCC\C=C(/Br)Br;Cl[Zn]C=C;BrCCCCCCCCCCC\C=C(/Br)C=C;0.56;[0];[];[53];[60];[];3856
C[Zn]C;CC(=C)[C@H]1CCC#CC(C\C(OS(=O)(=O)C(F)(F)F)=C\C2=CC(C(=O)OC(C)(C)C)=C(C1)O2)O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C;CC(=C)[C@H]1CCC#CC(C\C(C)=C\C2=CC(C(=O)OC(C)(C)C)=C(C1)O2)O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C;0.91;[0];[];[53];[60];[];3857
BrC1=CN=C(Br)C=C1;CC[Zn]CC;CCC1=NC=C(Br)C=C1;0.38;[0];[];[53];[60];[];3858
CCCC\C=C(\I)C1=CC=C(Br)C=C1;CCOC(=O)CCC[Zn]Br;CCCC\C=C(\CCCC(=O)OCC)C1=CC=C(Br)C=C1;0.38;[0];[];[53];[60];[];3859
ClC1=NC(Cl)=NC=C1;CCOC(=O)CCC[Zn]Br;CCOC(=O)CCCC1=CC=NC(Cl)=N1;0.6;[0];[];[53];[60];[];3860
CCOC(=O)C(\Br)=C(\C)Br;CCCCC#C[Zn]Cl;CCCCC#C\C(C)=C(\Br)C(=O)OCC;0.49;[0];[];[53];[60];[];3862
CCOC(=O)C(\Br)=C/Br;CCCCC#C[Zn]Cl;CCCCC#C\C=C(\Br)C(=O)OCC;0.8;[0];[];[53];[60];[];3863
CCOC(=O)C(\Br)=C/Br;CC1=CC=C(C=C1)C#C[Zn]Cl;CCOC(=O)C(\Br)=C/C#CC1=CC=C(C)C=C1;0.68;[0];[];[53];[60];[];3864
CCOC(=O)C(\Br)=C/Br;Cl[Zn]C#CC1=CC=CC=C1;CCOC(=O)C(\Br)=C/C#CC1=CC=CC=C1;0.64;[0];[];[53];[60];[];3865
FC(F)(F)S(=O)(=O)OC(=CC1=CC=CC=C1Cl)N1CCOC1=O;CC[Zn]CC;CC\C(=C\C1=C(Cl)C=CC=C1)N1CCOC1=O;0.44;[];[];[53];[66];[];3866
FC(F)(F)S(=O)(=O)OC(=CC1=CC=CC2=C1C=CC=C2)N1CCOC1=O;CC[Zn]CC;CC\C(=C\C1=C2C=CC=CC2=CC=C1)N1CCOC1=O;0.62;[];[];[53];[66];[];3867
CC1=CC(C=C(OS(=O)(=O)C(F)(F)F)N2CCOC2=O)=CC=C1F;CC[Zn]CC;CC\C(=C\C1=CC(C)=C(F)C=C1)N1CCOC1=O;0.81;[];[];[53];[66];[];3868
CC1=CC(C=C(OS(=O)(=O)C(F)(F)F)N2CCOC2=O)=CC=C1;CC[Zn]CC;CC\C(=C\C1=CC(C)=CC=C1)N1CCOC1=O;0.78;[];[];[53];[66];[];3869
FC(F)(F)S(=O)(=O)OC(=CC1=CC=C(Cl)C(Cl)=C1)N1CCOC1=O;CC[Zn]CC;CC\C(=C\C1=CC(Cl)=C(Cl)C=C1)N1CCOC1=O;0.79;[];[];[53];[66];[];3870
FC(F)(F)S(=O)(=O)OC(=CC1=CC=C(Br)C=C1)N1CCOC1=O;CC[Zn]CC;CC\C(=C\C1=CC=C(Br)C=C1)N1CCOC1=O;0.71;[];[];[53];[66];[];3871
CC1=CC=C(C=C(OS(=O)(=O)C(F)(F)F)N2CCOC2=O)C=C1;CC[Zn]CC;CC\C(=C\C1=CC=C(C)C=C1)N1CCOC1=O;0.76;[];[];[53];[66];[];3872
COC(=O)C1=CC=C(C=C(OS(=O)(=O)C(F)(F)F)N2CCOC2=O)C=C1;CC[Zn]CC;CC\C(=C\C1=CC=C(C=C1)C(=O)OC)N1CCOC1=O;0.74;[];[];[53];[66];[];3873
FC(F)(F)C1=CC=C(C=C(OS(=O)(=O)C(F)(F)F)N2CCOC2=O)C=C1;CC[Zn]CC;CC\C(=C\C1=CC=C(C=C1)C(F)(F)F)N1CCOC1=O;0.8;[];[];[53];[66];[];3874
FC(F)(F)S(=O)(=O)OC(=CC1=CC=CC=C1)N1CCOC1=O;CC[Zn]CC;CC\C(=C\C1=CC=CC=C1)N1CCOC1=O;0.86;[];[];[53];[66];[];3876
CC(C)C=C(OS(=O)(=O)C(F)(F)F)N1CCOC1=O;CC[Zn]CC;CC\C(N1CCOC1=O)=C\C(C)C;0.81;[];[];[53];[66];[];3879
FC(F)(F)S(=O)(=O)OC(=CC1CCCC1)N1CCOC1=O;CC[Zn]CC;CC\C(N1CCOC1=O)=C\C1CCCC1;0.8;[];[];[53];[66];[];3880
FC(F)(F)S(=O)(=O)OC(=CCC1CCCCC1)N1CCOC1=O;CC[Zn]CC;CC\C(N1CCOC1=O)=C\CC1CCCCC1;0.75;[];[];[53];[66];[];3882
CC(C)CCC=C(OS(=O)(=O)C(F)(F)F)N1CCOC1=O;CC[Zn]CC;CC\C(N1CCOC1=O)=C\CCC(C)C;0.69;[];[];[53];[66];[];3883
CCCCC=C(OS(=O)(=O)C(F)(F)F)N1CCOC1=O;CC[Zn]CC;CCCC\C=C(\CC)N1CCOC1=O;0.8;[];[];[53];[66];[];3884
CCCCCCC=C(OS(=O)(=O)C(C)(F)F)N1CCOC1=O;CC[Zn]Br;CCCCCC\C=C(\CC)N1CCOC1=O;0.15;[];[];[53];[66];[];3885
CCCCCCC=C(OS(=O)(=O)C(C)(F)F)N1CCOC1=O;CC[Zn]CC;CCCCCC\C=C(\CC)N1CCOC1=O;0.72;[];[];[53];[66];[];3886
Br[Zn]C1=NC(Br)=CC=C1;[H][C@@]12C[C@@]([H])(C(OS(=O)(=O)C(F)(F)F)=CC1)C2(C)C;[H][C@@]12C[C@@]([H])(C(=CC1)C1=CC=CC(Br)=N1)C2(C)C;0.7;[4];[32];[53];[60];[70];3887
Br[Zn]C1=NC=CC=C1;[H][C@@]12C[C@@]([H])(C(OS(=O)(=O)C(F)(F)F)=CC1)C2(C)C;[H][C@@]12C[C@@]([H])(C(=CC1)C1=CC=CC=N1)C2(C)C;0.85;[4];[32];[53];[60];[70];3888
[H][C@@]12CC[C@@](C)(C(OS(=O)(=O)C(F)(F)F)=C1)C2(C)C;Br[Zn]C1=NC2=C(C=CC=C2)C=C1;[H][C@@]12CC[C@@](C)(C(=C1)C1=CC=C3C=CC=CC3=N1)C2(C)C;0.65;[4];[32];[53];[60];[70];3889
[H][C@@]12CC[C@@](C)(C(OS(=O)(=O)C(F)(F)F)=C1)C2(C)C;Br[Zn]C1=NC=CC=C1;CC1(C)[C@@H]2CC[C@@]1(C)C(=C2)C1=CC=CC=N1;0.78;[4];[32];[53];[60];[70];3890
CC1=C(CN2CCC3(CCN(C3=O)C3=CC=C(C=C3)C3=CC=CC=C3)CC2)N=CC(Br)=C1;CCOC(=O)C[Zn]Br;CCOC(=O)CC1=CN=C(CN2CCC3(CCN(C3=O)C3=CC=C(C=C3)C3=CC=CC=C3)CC2)C(C)=C1;1.0;[1, 1];[];[53];[60];[82];3891
Cl[Zn]CC1=CSC=C1;CC(C)C1=CC=C(C\C(CO)=C(\I)CO)C=C1;CC(C)C1=CC=C(C\C(CO)=C(/CO)CC2=CSC=C2)C=C1;0.8;[3];[33];[53];[60];[70];3893
CC1=CC=C(C[Zn]Cl)C=C1;OC\C(I)=C(\CO)CC1=CC=CC=C1;CC1=CC=C(C\C(CO)=C(/CO)CC2=CC=CC=C2)C=C1;0.84;[3];[33];[53];[60];[70];3894
Cl[Zn]CC1=CSC=C1;CC1=CC=C(C\C(CO)=C(\I)CO)C=C1;CC1=CC=C(C\C(CO)=C(/CO)CC2=CSC=C2)C=C1;0.83;[3];[33];[53];[60];[70];3895
Cl[Zn]CC1=CSC=C1;COC1=CC=C(C\C(CO)=C(\I)CO)C=C1;COC1=CC=C(C\C(CO)=C(/CO)CC2=CSC=C2)C=C1;0.92;[3];[33];[53];[60];[70];3896
Cl[Zn]CC1=CSC=C1;OC\C(I)=C(\CO)CC1=CC=CC=C1;OC\C(CC1=CSC=C1)=C(\CO)CC1=CC=CC=C1;0.77;[3];[33];[53];[60];[70];3897
CC1=CC=C(C[Zn]Cl)C=C1;OC\C(I)=C(\CO)CC1=CC=CC=C1;CC1=CC=C(C\C(CO)=C(/CO)CC2=CC=CC=C2)C=C1;0.84;[3];[33];[53];[60];[70];3898
FC(F)(F)C1=CC=C(Br)C=C1;N#C[Zn]C#N;FC(F)(F)C1=CC=C(C=C1)C#N;0.91;[];[35];[53];[65];[71, 71];3899
ClC1=NC2=C(C=CS2)C=C1;Br[Zn]C1=NC=CC=C1;S1C=CC2=C1N=C(C=C2)C1=CC=CC=N1;0.79;[0];[];[53, 53];[60];[92];3900
BrC1=CC=C(C=C1)C#N;CN(C)C1=CC([Zn]Cl)=C(C=C1)N(C)C;CN(C)C1=CC=C(N(C)C)C(=C1)C1=CC=C(C=C1)C#N;0.21;[];[35];[53, 53];[60];[74];3901
BrC1=NNC2=C(I)C=CC=C12;N#C[Zn]C#N;BrC1=NNC2=C(C=CC=C12)C#N;0.53;[1];[32];[53];[65];[71];3902
CC(=O)N1C=C2C=CC=C(OS(=O)(=O)C(F)(F)F)C2=N1;N#C[Zn]C#N;N#CC1=CC=CC2=C1NN=C2;0.48;[1];[32];[53];[65];[71];3903
IC1=C2NN=CC2=CC=C1;N#C[Zn]C#N;N#CC1=CC=CC2=C1NN=C2;0.95;[1];[32];[53];[65];[71];3904
BrC1=CC=CC(Br)=N1;Br[Zn]C1CCCC1;BrC1=CC=CC(=N1)C1CCCC1;0.49;[5];[];[53];[60];[72];3905
FC(F)(F)S(=O)(=O)OC1=CC2=C(C=CC=C2)C=C1;CC([Zn]Br)C(=O)OC(C)(C)C;CC(C(=O)OC(C)(C)C)C1=CC2=C(C=CC=C2)C=C1;0.18;[5];[];[53];[60];[74];3906
Br[Zn]C1CC1;OC(=O)C1=NC(C2=CC(Cl)=CC=C2)=C(Br)N=C1;OC(=O)C1=NC(C2=CC(Cl)=CC=C2)=C(N=C1)C1CC1;0.3;[18];[];[53, 53];[60];[];3907
COC(=O)C1=C(NC2=C(Cl)C=CC=C2)C(F)=C(F)C(Br)=C1;N#C[Zn]C#N;COC(=O)C1=C(NC2=C(Cl)C=CC=C2)C(F)=C(F)C(=C1)C#N;0.52;[1];[32];[53];[62];[];3908
N#C[Zn]C#N;CC(C)(C)C1=CC(N2C(=O)C3=CC(Br)=C4C5=CC=C(Br)C6=CC=CC(=C56)C5=C4C3=C(C=C5Br)C2=O)=C(C=C1)C(C)(C)C;CC(C)(C)C1=CC(N2C(=O)C3=CC(C#N)=C4C5=CC=C(C#N)C6=CC=CC(=C56)C5=C4C3=C(C=C5C#N)C2=O)=C(C=C1)C(C)(C)C;0.97;[1];[32];[53];[64];[];3909
